UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default
476287,54259,88814,63.05,74,22928,86,2578,13-03-92,Self employed,30-08-18,4,83,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
588510,63509,71544,92.25,74,22928,86,2578,01-01-73,Salaried,19-10-18,4,83,1,1,0,0,0,0,708,D-Very Low Risk,5,1,0,45833,50000,50000,0,0
497949,57853,73302,84.58,74,22928,86,2580,05-11-75,Self employed,10-09-18,4,83,1,1,0,0,0,0,609,H-Medium Risk,34,6,0,77499,182003,182003,5,1
647118,63463,89239,72.84,74,22928,86,2580,05-01-84,Salaried,31-10-18,4,83,1,1,0,0,0,0,721,D-Very Low Risk,6,3,0,893970,1104000,1104000,0,0
426847,48645,64711,77.27,74,22928,86,2578,01-01-70,Self employed,08-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
485020,47845,54580,89.78,74,22928,86,2578,24-01-87,Self employed,31-08-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,41122,44000,44000,1,0
589965,59697,72884,84.38,74,22928,86,2578,01-01-83,Self employed,20-10-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
557102,62947,75384,84.9,74,22928,86,2582,15-01-91,Salaried,04-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
595575,52328,73001,73.97,74,22928,86,2578,01-01-85,Salaried,21-10-18,4,83,1,0,0,1,0,0,300,M-Very High Risk,4,4,3,987991,856431,856431,1,0
501671,69169,88472,79.12,74,22928,86,2578,24-02-90,Self employed,12-09-18,4,83,1,1,0,0,0,0,700,E-Low Risk,16,2,0,167500,167500,167500,0,0
447035,52803,66651,81.77,74,22928,86,2600,01-01-76,Salaried,18-08-18,4,83,1,0,0,1,0,0,763,B-Very Low Risk,3,2,0,0,16789,16789,0,0
584278,74329,80380,94.55,74,22928,86,2578,02-01-72,Salaried,17-10-18,4,83,1,1,0,0,0,0,574,I-Medium Risk,25,4,1,271986,345400,345400,0,0
638021,57263,73001,80.82,74,22928,86,2578,01-01-76,Salaried,29-10-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,16,2,0,48420,63575,63575,0,0
634051,58263,68612,87.45,74,22928,86,2578,13-09-94,Salaried,28-10-18,4,83,1,1,0,0,0,0,673,F-Low Risk,4,2,0,106073,111500,111500,2,1
506274,54303,71082,77.38,74,22928,86,2578,01-07-70,Self employed,14-09-18,4,83,1,1,0,0,0,0,627,H-Medium Risk,2,0,0,0,0,0,0,0
533362,49349,75706,66.04,74,22928,86,2578,01-01-87,Self employed,24-09-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,195126,200000,200000,0,1
431974,53378,62592,87.87,74,22928,86,2581,15-12-77,Self employed,10-08-18,4,83,1,0,0,1,0,0,676,F-Low Risk,8,6,0,20136,93900,93900,0,0
474924,37539,71398,54.62,74,22928,86,2578,11-01-88,Self employed,29-08-18,4,83,1,1,0,0,0,0,600,I-Medium Risk,1,1,1,248,248,248,0,0
555185,57259,70985,81.71,74,22928,86,2578,01-03-90,Salaried,03-10-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,1
580507,55263,75743,75.25,74,22928,86,2578,23-02-96,Salaried,15-10-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
630947,53053,68780,79.24,74,22928,86,2578,12-03-75,Self employed,27-10-18,4,83,1,1,0,0,0,0,708,D-Very Low Risk,5,4,0,19779,48468,48468,0,0
590364,55009,68612,82.35,74,22928,86,2595,01-01-90,Salaried,20-10-18,4,83,1,0,0,1,0,0,601,H-Medium Risk,2,1,0,135000,135000,135000,0,0
529885,59013,71082,84.41,74,22928,86,2578,25-05-85,Self employed,23-09-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,10,2,0,48278,65206,65206,5,1
465307,55659,71554,79.66,74,22928,86,2578,01-01-93,Salaried,26-08-18,4,83,1,1,0,0,0,0,784,B-Very Low Risk,3,2,0,37162,89500,76588,0,0
532254,59259,73302,81.85,74,22928,86,2578,01-01-74,Self employed,24-09-18,4,83,1,1,0,0,0,0,652,F-Low Risk,5,0,0,0,0,0,1,0
466969,55013,64543,88.31,74,22928,86,2578,20-05-87,Salaried,27-08-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,8,2,0,27541,107380,107380,0,0
449329,53303,68942,79.78,74,22928,86,2578,02-02-85,Salaried,20-08-18,4,83,1,1,0,0,0,0,680,F-Low Risk,2,2,0,134633,148000,148000,1,0
529129,57259,75706,76.61,74,22928,86,2578,01-01-70,Self employed,23-09-18,4,83,1,1,0,0,0,0,627,H-Medium Risk,3,0,0,0,0,0,0,0
629506,59197,68612,88.91,74,22928,86,2578,25-06-81,Self employed,27-10-18,4,83,1,1,0,1,0,0,595,I-Medium Risk,9,2,0,18421,54096,54096,1,0
498044,55259,83523,68.24,74,22928,86,2578,01-01-56,Salaried,10-09-18,4,83,1,1,0,0,0,0,623,H-Medium Risk,2,2,0,713609,994000,994000,1,0
537460,46145,72203,65.09,74,22928,86,2578,01-01-78,Self employed,26-09-18,4,83,1,1,0,0,0,0,692,E-Low Risk,13,1,0,0,13500,13500,0,0
642342,63463,89239,72.84,74,22928,86,2578,01-01-94,Salaried,30-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
651090,56509,73001,79.45,74,22928,86,2578,01-01-86,Self employed,31-10-18,4,83,1,1,0,0,0,0,300,M-Very High Risk,4,4,3,74537,111060,111060,0,0
454009,50078,64543,80.57,74,22928,86,2578,01-01-82,Self employed,21-08-18,4,83,1,1,0,0,0,0,707,D-Very Low Risk,6,4,0,101540,120990,120990,1,1
538888,57259,92831,62.48,74,22928,86,2578,08-03-81,Self employed,26-09-18,4,83,1,1,0,0,0,0,777,B-Very Low Risk,10,6,0,2309130,3220855,2980429,0,0
564416,46945,68996,70.29,74,22928,86,2610,03-05-90,Salaried,09-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
631315,65419,75455,88.79,74,22928,86,2580,11-12-83,Salaried,27-10-18,4,83,1,1,0,0,0,0,548,J-High Risk,17,2,2,262013,338987,338987,0,0
573683,60197,73130,84.78,74,22928,86,2578,01-01-66,Self employed,13-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
612475,68602,75451,94.76,74,22928,86,2578,01-01-65,Salaried,24-10-18,4,83,1,1,0,0,0,0,771,B-Very Low Risk,10,0,0,0,0,0,0,0
555612,68882,92841,75.4,74,22928,86,2578,14-10-92,Self employed,03-10-18,4,83,1,1,0,0,0,0,708,D-Very Low Risk,5,2,0,7050,16839,16839,0,0
588297,59463,68612,88.91,74,22928,86,2578,09-01-75,Self employed,19-10-18,4,83,1,1,0,0,0,0,681,E-Low Risk,56,5,0,463951,603510,608943,3,0
566697,55763,91679,62.72,74,22928,86,2578,01-01-79,Salaried,10-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
477875,53453,60526,92.52,74,22928,86,2578,06-07-65,Salaried,30-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
478344,47845,54580,89.78,74,22928,86,2578,08-04-73,Salaried,30-08-18,4,83,1,1,0,0,0,0,596,I-Medium Risk,9,2,0,193567,213217,213217,1,0
535207,47849,67805,71.53,74,22928,86,2578,05-10-76,Self employed,25-09-18,4,83,1,1,0,0,0,0,655,F-Low Risk,7,6,1,10807,240790,240790,0,0
485916,45349,64543,72.82,74,22928,86,2578,01-06-77,Self employed,31-08-18,4,83,1,1,0,0,0,0,763,B-Very Low Risk,2,1,1,500928,550000,550000,0,0
641881,58263,68780,87.23,74,22928,86,2578,01-01-72,Salaried,30-10-18,4,83,1,1,0,0,0,0,796,B-Very Low Risk,2,0,0,0,0,0,0,0
574452,68419,89400,78.3,74,22928,86,2578,23-04-83,Self employed,13-10-18,4,83,1,1,0,0,0,0,300,M-Very High Risk,5,3,1,119115,286170,286170,3,0
589534,62197,75452,84.82,74,22928,86,2578,05-02-69,Salaried,20-10-18,4,83,1,1,0,0,0,0,600,I-Medium Risk,3,0,1,0,0,0,1,0
557491,58259,74815,78.86,74,22928,86,2578,01-01-70,Salaried,04-10-18,4,83,1,1,0,0,0,0,678,F-Low Risk,1,1,0,6489,36000,36000,0,0
508124,47349,71082,67.53,74,22928,86,2578,08-07-90,Self employed,15-09-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,6,2,0,32356,65000,65000,0,0
424643,56613,68942,85,74,22928,86,2582,30-09-87,Self employed,07-08-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1,1
484987,59213,77472,78.74,74,22928,86,2578,01-01-79,Salaried,31-08-18,4,83,1,0,0,1,0,0,749,C-Very Low Risk,3,2,0,248478,40000,27424,1,0
531909,56013,72203,78.94,74,22928,86,2578,10-10-87,Self employed,24-09-18,4,83,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,1,0
555213,61247,73302,84.99,74,22928,86,2578,13-05-89,Salaried,03-10-18,4,83,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,352950,357925,357925,0,0
615384,62197,72253,88.58,74,22928,86,2578,08-08-79,Salaried,24-10-18,4,83,1,1,0,0,0,0,708,D-Very Low Risk,5,3,0,44676,91260,91260,0,0
514933,57559,74815,77.93,74,22928,86,2578,11-01-88,Self employed,18-09-18,4,83,1,1,0,0,0,0,300,M-Very High Risk,20,4,1,143420,182499,182499,1,0
631685,68132,89239,78.44,74,22928,86,2609,26-08-91,Salaried,27-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
584283,47599,66664,73.5,74,22928,86,2578,07-07-89,Salaried,17-10-18,4,83,1,1,0,0,0,0,502,K-High Risk,16,4,1,75547,104000,104000,6,0
557558,53078,69032,78.22,74,22928,86,2578,11-07-92,Self employed,04-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
505399,61147,74660,84.65,74,22928,86,2578,02-05-68,Salaried,14-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
632154,47599,73001,67.12,74,22928,86,2578,01-01-71,Salaried,27-10-18,4,83,1,1,0,0,0,0,768,B-Very Low Risk,5,3,0,119548,222114,222114,0,0
484404,47845,54580,89.78,74,22928,86,2578,19-08-80,Self employed,31-08-18,4,83,1,1,0,0,0,0,763,B-Very Low Risk,4,2,0,3118,24480,24480,0,0
555132,59259,75709,79.25,74,22928,86,2578,01-01-76,Self employed,03-10-18,4,83,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0
499010,62213,71258,88.41,74,22928,86,2578,13-12-88,Salaried,11-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
517867,88215,119513,76.98,74,16686,48,2578,06-05-95,Salaried,19-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
578968,57009,78424,74.59,74,22928,86,2580,02-05-81,Self employed,15-10-18,4,83,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,3450,13800,13800,1,0
578220,56263,68735,84.38,74,22928,86,2578,04-01-83,Self employed,15-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
566745,68419,82506,84.84,74,22928,86,2578,01-01-83,Self employed,10-10-18,4,83,1,1,0,0,0,0,635,G-Low Risk,1,1,0,95845,87000,87000,1,0
653687,61097,70714,88.95,74,22928,86,2578,01-06-88,Self employed,31-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
574460,63197,78424,82.88,74,22928,86,2578,01-01-76,Salaried,13-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
551928,73817,106746,70.26,74,22928,86,2582,01-01-72,Self employed,30-09-18,4,83,1,1,0,0,0,0,300,M-Very High Risk,3,3,1,258169,517000,517000,0,0
527432,49145,60593,82.52,74,22928,86,2578,20-06-95,Self employed,22-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
447732,45549,71554,65.68,74,22928,86,2582,02-06-80,Salaried,18-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
582615,66132,80400,84.58,74,22928,86,2578,01-01-84,Salaried,16-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
567508,64132,77801,84.83,74,22928,86,2578,12-04-95,Self employed,10-10-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,12237,14277,14277,1,0
524146,52978,60593,88.95,74,22928,86,2578,15-06-80,Salaried,21-09-18,4,83,1,1,0,0,0,0,671,F-Low Risk,12,8,0,168220,226079,226079,0,0
613456,59797,75681,81.39,74,22928,86,2578,05-05-72,Self employed,24-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
590110,73067,93153,80.51,74,22928,86,2578,25-08-96,Salaried,20-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
595871,42322,73001,61.64,74,22928,86,2578,01-01-87,Self employed,21-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
550595,67169,92841,73.24,74,22928,86,2578,01-01-68,Salaried,29-09-18,4,83,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,26000,78000,78000,1,0
551985,66882,92841,73.24,74,22928,86,2578,01-01-80,Self employed,30-09-18,4,83,1,1,0,0,0,0,713,D-Very Low Risk,14,4,0,1918968,1665718,1665718,1,0
624184,59197,68612,88.91,74,22928,86,2582,19-02-84,Salaried,26-10-18,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
590111,78329,95452,83.81,74,22928,86,2578,01-01-88,Self employed,20-10-18,4,83,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0
467288,57013,66651,88.52,74,22928,86,2580,02-05-80,Self employed,27-08-18,4,83,1,0,0,1,0,0,726,D-Very Low Risk,49,9,0,245264,283677,283677,0,0
588374,59197,68612,88.91,74,22928,86,2578,24-06-66,Self employed,19-10-18,4,83,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
556413,61947,78424,80.33,74,22928,86,2578,03-05-86,Salaried,03-10-18,4,83,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,50721,50000,50000,0,0
460479,58459,88814,67.56,74,22928,86,2578,01-01-95,Salaried,24-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
463552,50903,61928,84.94,74,22928,86,2578,02-06-86,Salaried,25-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
638427,57509,89239,66.11,74,22928,86,2578,25-07-75,Self employed,29-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
446839,63447,77472,83.9,74,22928,86,2583,09-08-81,Salaried,18-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
567525,61947,77956,80.81,74,22928,86,2578,01-01-65,Self employed,10-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
500538,48988,71081,74.56,74,22928,86,2578,30-11-88,Salaried,11-09-18,4,83,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0
499720,55759,81790,69.08,74,22928,86,2578,01-01-73,Salaried,11-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
465380,54613,66651,84.92,74,22928,86,2578,01-01-58,Salaried,26-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
638192,66419,80408,84.57,74,22928,86,2578,01-01-89,Salaried,29-10-18,4,83,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,5350,37500,5350,0,0
447523,57513,66340,88.94,74,22928,86,2578,01-01-76,Self employed,18-08-18,4,83,1,1,0,0,0,0,575,I-Medium Risk,1,0,0,0,0,0,0,0
571251,59463,68735,88.75,74,22928,86,2578,01-01-65,Salaried,12-10-18,4,83,1,1,0,0,0,0,362,K-High Risk,2,2,2,130519,27000,27000,0,0
542737,49349,73302,68.21,74,22928,86,2578,01-10-83,Self employed,27-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
588379,55009,68712,82.23,74,22928,86,2578,03-09-78,Salaried,19-10-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
649254,55263,75609,75.39,74,22928,86,2578,01-01-90,Self employed,31-10-18,4,83,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,57000,57000,57000,0,0
511105,30484,67805,45.72,74,22928,86,2578,16-07-93,Self employed,16-09-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
520025,27981,64122,46.79,11,21475,45,5961,15-11-83,Salaried,19-09-18,3,1464,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
437688,44304,72337,66.36,11,21475,45,6013,03-04-90,Self employed,14-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
563277,58353,120157,51.6,11,21475,45,5969,05-03-90,Self employed,08-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
556967,39549,76513,56.2,11,21475,45,5940,05-07-92,Self employed,04-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
427197,50018,70117,77.01,11,21475,45,6013,10-10-93,Salaried,08-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
435633,33834,68674,53.88,11,21475,45,5940,10-10-87,Salaried,13-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
591028,42969,73466,62.61,11,21475,45,5941,05-05-85,Self employed,20-10-18,3,1464,1,1,0,0,0,0,785,B-Very Low Risk,2,2,0,66097,130000,111562,0,0
582472,42044,80252,56.07,11,21475,45,5951,04-06-97,Self employed,16-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
611638,55013,74968,74.7,11,21475,45,5941,28-10-91,Self employed,24-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
552589,38139,76513,52.28,11,21475,45,6013,07-05-95,Self employed,30-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
611895,39134,74886,56.09,11,21475,45,6015,24-09-78,Self employed,24-10-18,3,1464,1,1,0,0,0,0,710,D-Very Low Risk,3,2,0,264589,280000,280000,0,0
561699,22824,67688,36.93,11,21475,45,5940,10-12-86,Salaried,08-10-18,3,1464,1,1,0,0,0,0,466,K-High Risk,2,1,0,0,58300,58300,0,0
456164,23201,73124,34.19,11,21475,45,5968,08-10-91,Self employed,22-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
557217,30344,75001,42.67,11,21475,45,6013,05-10-94,Self employed,04-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
487716,45389,66674,71.99,11,21475,45,5949,10-07-60,Self employed,03-09-18,3,1464,1,1,0,0,1,0,708,D-Very Low Risk,4,2,0,6247,56499,56499,0,0
487267,41469,58462,76.97,11,21475,45,5987,02-08-96,Self employed,03-09-18,3,1464,1,1,0,0,0,0,399,K-High Risk,3,3,1,566737,571197,571197,0,1
633301,23749,74968,34.68,11,21475,45,6024,05-02-93,Self employed,28-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
563267,37239,80252,49.84,11,21475,45,5949,09-08-87,Self employed,08-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
574227,58353,78682,78.8,11,21475,45,5968,30-08-95,Self employed,13-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
553705,47138,64316,79.3,11,21475,45,5968,07-11-85,Salaried,30-09-18,3,1464,1,0,0,1,0,0,426,K-High Risk,9,5,1,1579750,1612560,1612560,0,0
496194,47618,68674,74.99,11,21475,45,6013,11-11-72,Self employed,08-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
423807,49793,70117,77.01,11,21475,45,5973,17-05-91,Self employed,06-08-18,3,1464,1,0,0,0,1,0,832,A-Very Low Risk,4,0,0,0,0,0,0,1
531320,44909,75001,62.67,11,21475,45,5951,25-10-82,Salaried,24-09-18,3,1464,1,1,0,0,0,0,532,J-High Risk,1,1,0,-60,15000,15000,0,0
569871,55013,76110,74.89,11,15893,86,5968,01-01-83,Self employed,11-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
499176,69817,97311,73.99,11,22976,51,5969,22-07-95,Self employed,11-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
497986,17850,97311,19.53,11,22976,51,5969,05-09-97,,10-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
590974,51428,72749,75.6,11,21475,45,5941,05-02-67,Self employed,20-10-18,3,1464,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,183000,183000,183000,0,0
523552,36439,73221,51.9,11,23949,45,5969,01-01-75,Self employed,20-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
535658,46224,76513,65.35,11,21475,45,5951,15-04-95,Self employed,25-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
454193,37629,70035,58.54,11,21475,45,5982,01-04-84,Self employed,21-08-18,3,1464,1,0,0,0,1,0,386,K-High Risk,1,1,1,60502,49800,49800,0,0
467492,28864,65509,47.32,11,21475,45,5941,10-02-71,Salaried,28-08-18,3,1464,1,0,0,0,1,0,821,A-Very Low Risk,2,2,0,8387,52000,42000,0,0
451201,40509,72337,60.83,11,21475,45,6000,10-04-92,Self employed,20-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
619790,54259,114802,48.78,11,14002,51,5944,31-10-88,Self employed,25-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
474488,37639,72337,55.3,11,21475,45,6013,11-12-92,Self employed,29-08-18,3,1464,1,0,0,0,1,0,501,K-High Risk,4,1,1,35721,34500,34500,0,0
646424,42969,73466,62.61,11,21475,45,5941,10-12-64,Self employed,31-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
487455,13990,80776,18.57,11,21475,45,5987,01-01-73,Self employed,03-09-18,3,1464,1,1,0,0,0,0,714,D-Very Low Risk,1,1,0,30678,43000,43000,0,0
555334,54619,75001,76,11,21475,45,5939,28-09-65,Self employed,03-10-18,3,1464,1,1,0,0,0,0,681,E-Low Risk,5,3,0,136048,200000,200000,0,0
525545,46869,64122,76.42,11,21475,45,5941,02-10-88,Salaried,21-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
650905,38275,71520,55.93,11,21475,45,5939,04-04-89,Salaried,31-10-18,3,1464,1,1,0,0,0,0,700,E-Low Risk,8,3,0,196947,217921,217921,0,0
478871,40534,68674,62.61,11,21475,45,5968,10-03-82,Salaried,30-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
564441,45349,76406,61.51,11,23949,45,5944,05-02-70,Salaried,09-10-18,3,1464,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
571292,29524,80252,39.87,11,21475,45,5939,10-10-74,Self employed,12-10-18,3,1464,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
613233,57215,74968,79.9,11,21475,45,5963,12-05-62,Self employed,24-10-18,3,1464,1,1,0,0,0,0,687,E-Low Risk,14,7,0,364062,506746,506746,0,1
556214,61433,102038,62.72,11,21475,45,5939,15-04-82,Self employed,03-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
461292,45264,75344,65.04,11,21475,45,5946,10-05-90,Self employed,24-08-18,3,1464,1,1,0,0,0,0,593,I-Medium Risk,1,0,0,0,0,0,0,0
503051,36714,77897,51.35,11,21475,45,6015,28-05-87,Self employed,12-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
636717,28079,61512,49.62,11,21475,45,5940,01-02-74,Salaried,29-10-18,3,1464,1,1,0,0,0,0,620,H-Medium Risk,1,1,0,35442,50000,50000,0,0
514873,31484,71925,45.88,11,15893,86,5968,12-05-96,Self employed,18-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
496220,50978,77897,70.61,11,21475,45,5940,25-07-66,Self employed,08-09-18,3,1464,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
448484,51803,71546,74.78,11,14002,51,5940,26-01-88,Salaried,18-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
519926,47645,78840,63.42,11,21475,45,5951,01-05-90,Self employed,19-09-18,3,1464,1,1,0,0,0,0,657,F-Low Risk,1,1,0,273198,400000,400000,0,0
502266,50078,76047,68.38,11,14002,51,6023,05-08-88,Self employed,12-09-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
536351,49078,73553,69.34,11,13972,49,5988,04-01-62,Salaried,25-09-18,3,1464,1,1,0,0,0,0,606,H-Medium Risk,2,0,0,0,0,0,1,0
479227,42494,68674,65.53,11,21475,45,6024,06-04-92,Salaried,30-08-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
418525,38589,68674,61.16,11,21475,45,5939,04-10-74,Self employed,01-08-18,3,1464,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
492989,32484,68674,49.51,11,21475,45,5968,18-01-92,Salaried,06-09-18,3,1464,1,1,0,0,0,0,719,D-Very Low Risk,6,4,0,69679,111400,111400,0,0
446424,13990,80776,18.57,11,21475,45,5960,16-06-81,Self employed,18-08-18,3,1464,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
556460,25293,75001,35.73,11,21475,45,6015,03-03-89,Self employed,03-10-18,3,1464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
